,city,latitude,longitude,dist_to_road,dist_to_industry,dist_to_dump,dist_to_farmland,datetimeUtc,co,no2,o3,pm10,pm25,so2,datetime_hour,Temperature,Humidity,Wind Speed,Wind Direction
0,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-18 20:15:00+00:00,0.584,37.3,45.37,70.0,32.88,5.34,2025-02-18 20:00:00+00:00,21.2,93,4.0,201
1,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-18 20:30:00+00:00,0.676,36.2,45.92,72.08,33.88,4.71,2025-02-18 20:00:00+00:00,21.2,93,4.0,201
2,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-18 20:45:00+00:00,0.695,38.29,40.39,72.08,33.88,6.34,2025-02-18 20:00:00+00:00,21.2,93,4.0,201
3,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-18 21:00:00+00:00,0.695,42.74,46.41,72.08,33.88,5.67,2025-02-18 21:00:00+00:00,21.1,95,2.7,262
4,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-18 21:15:00+00:00,0.673,47.44,48.77,73.0,34.31,5.71,2025-02-18 21:00:00+00:00,21.1,95,2.7,262
5,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-18 21:30:00+00:00,0.639,47.46,40.9,73.78,34.68,5.78,2025-02-18 21:00:00+00:00,21.1,95,2.7,262
6,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-18 21:45:00+00:00,0.634,46.23,42.06,73.78,34.68,5.32,2025-02-18 21:00:00+00:00,21.1,95,2.7,262
7,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-18 22:00:00+00:00,0.645,46.99,44.89,73.78,34.68,5.21,2025-02-18 22:00:00+00:00,21.1,95,5.5,328
8,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-18 22:15:00+00:00,0.67,48.09,29.55,74.67,35.08,5.51,2025-02-18 22:00:00+00:00,21.1,95,5.5,328
9,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-18 22:30:00+00:00,0.689,46.39,33.76,75.38,35.43,5.64,2025-02-18 22:00:00+00:00,21.1,95,5.5,328
10,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-18 22:45:00+00:00,0.789,50.22,43.88,75.38,35.43,5.73,2025-02-18 22:00:00+00:00,21.1,95,5.5,328
11,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-18 23:00:00+00:00,0.768,50.02,36.97,75.38,35.43,5.88,2025-02-18 23:00:00+00:00,20.9,95,4.2,335
12,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-18 23:15:00+00:00,0.735,49.27,45.77,78.71,37.02,5.45,2025-02-18 23:00:00+00:00,20.9,95,4.2,335
13,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-18 23:30:00+00:00,0.694,45.81,42.94,81.49,38.3,5.34,2025-02-18 23:00:00+00:00,20.9,95,4.2,335
14,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-18 23:45:00+00:00,0.703,44.58,45.16,81.49,38.3,5.16,2025-02-18 23:00:00+00:00,20.9,95,4.2,335
15,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 00:00:00+00:00,0.734,46.22,62.01,81.49,38.3,5.21,2025-02-19 00:00:00+00:00,20.6,95,3.4,354
16,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 00:15:00+00:00,0.784,48.54,45.39,79.84,37.53,4.67,2025-02-19 00:00:00+00:00,20.6,95,3.4,354
17,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 00:30:00+00:00,0.779,47.18,48.57,78.46,36.88,4.83,2025-02-19 00:00:00+00:00,20.6,95,3.4,354
18,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 00:45:00+00:00,0.746,42.34,44.38,78.46,36.88,4.57,2025-02-19 00:00:00+00:00,20.6,95,3.4,354
19,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 01:00:00+00:00,0.742,41.84,47.02,78.46,36.88,4.45,2025-02-19 01:00:00+00:00,20.1,100,3.1,130
20,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 01:15:00+00:00,0.771,41.22,65.17,82.86,38.94,4.02,2025-02-19 01:00:00+00:00,20.1,100,3.1,130
21,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 01:30:00+00:00,0.818,41.97,38.2,86.53,40.67,3.51,2025-02-19 01:00:00+00:00,20.1,100,3.1,130
22,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 01:45:00+00:00,0.969,48.96,56.51,86.53,40.67,3.88,2025-02-19 01:00:00+00:00,20.1,100,3.1,130
23,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 02:00:00+00:00,1.01,49.94,36.26,86.53,40.67,4.1,2025-02-19 02:00:00+00:00,20.5,91,6.6,17
24,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 02:15:00+00:00,1.097,54.16,56.17,89.0,41.85,4.27,2025-02-19 02:00:00+00:00,20.5,91,6.6,17
25,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 02:30:00+00:00,1.068,57.45,32.38,91.06,42.8,4.38,2025-02-19 02:00:00+00:00,20.5,91,6.6,17
26,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 02:45:00+00:00,0.979,52.49,36.2,91.06,42.8,7.15,2025-02-19 02:00:00+00:00,20.5,91,6.6,17
27,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 03:00:00+00:00,0.994,50.86,34.76,91.06,42.8,9.34,2025-02-19 03:00:00+00:00,21.9,86,4.9,178
28,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 03:15:00+00:00,0.993,51.23,48.76,96.14,45.19,9.75,2025-02-19 03:00:00+00:00,21.9,86,4.9,178
29,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 03:30:00+00:00,0.999,51.62,35.94,100.39,47.18,9.55,2025-02-19 03:00:00+00:00,21.9,86,4.9,178
30,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 03:45:00+00:00,0.975,53.67,36.18,100.39,47.18,12.04,2025-02-19 03:00:00+00:00,21.9,86,4.9,178
31,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 04:00:00+00:00,0.92,55.59,45.44,100.39,47.18,16.13,2025-02-19 04:00:00+00:00,22.8,83,1.1,279
32,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 04:15:00+00:00,0.923,56.92,44.23,104.92,49.27,18.93,2025-02-19 04:00:00+00:00,22.8,83,1.1,279
33,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 04:45:00+00:00,0.995,56.83,50.17,108.54,51.01,19.77,2025-02-19 04:00:00+00:00,22.8,83,1.1,279
34,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 05:00:00+00:00,0.949,52.61,34.65,108.54,51.01,17.43,2025-02-19 05:00:00+00:00,25.1,77,5.8,182
35,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 05:15:00+00:00,0.919,51.17,39.33,114.55,53.78,16.25,2025-02-19 05:00:00+00:00,25.1,77,5.8,182
36,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 05:30:00+00:00,0.904,50.03,46.15,119.36,56.1,14.23,2025-02-19 05:00:00+00:00,25.1,77,5.8,182
37,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 05:45:00+00:00,0.847,47.71,47.18,119.36,56.1,12.92,2025-02-19 05:00:00+00:00,25.1,77,5.8,182
38,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 06:00:00+00:00,0.829,48.02,49.34,119.36,56.1,12.32,2025-02-19 06:00:00+00:00,26.2,71,4.6,193
39,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 06:15:00+00:00,0.728,42.2,54.04,118.07,55.5,11.91,2025-02-19 06:00:00+00:00,26.2,71,4.6,193
40,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 06:30:00+00:00,0.684,36.16,56.45,117.04,55.01,7.26,2025-02-19 06:00:00+00:00,26.2,71,4.6,193
41,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 06:45:00+00:00,0.59,31.14,52.45,117.04,55.01,12.35,2025-02-19 06:00:00+00:00,26.2,71,4.6,193
42,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 11:30:00+00:00,0.885,54.25,47.4,100.23,47.11,5.17,2025-02-19 11:00:00+00:00,28.0,59,5.6,151
43,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 11:45:00+00:00,0.86,63.06,39.16,100.23,47.11,8.1,2025-02-19 11:00:00+00:00,28.0,59,5.6,151
44,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 12:30:00+00:00,0.854,61.79,41.64,106.25,49.94,7.79,2025-02-19 12:00:00+00:00,26.4,70,1.0,329
45,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 19:15:00+00:00,0.755,46.29,37.07,86.68,40.78,4.03,2025-02-19 19:00:00+00:00,21.2,89,6.8,148
46,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 19:30:00+00:00,0.736,45.91,32.99,82.68,38.86,4.0,2025-02-19 19:00:00+00:00,21.2,89,6.8,148
47,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 19:45:00+00:00,0.715,40.87,49.02,82.68,38.86,4.1,2025-02-19 19:00:00+00:00,21.2,89,6.8,148
48,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 20:00:00+00:00,0.679,37.15,52.76,82.68,38.86,3.95,2025-02-19 20:00:00+00:00,20.9,89,6.6,158
49,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 20:15:00+00:00,0.664,36.27,36.32,76.53,35.97,3.75,2025-02-19 20:00:00+00:00,20.9,89,6.6,158
50,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 20:30:00+00:00,0.661,34.55,57.05,71.39,33.55,4.39,2025-02-19 20:00:00+00:00,20.9,89,6.6,158
51,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 20:45:00+00:00,0.656,33.87,44.18,71.39,33.55,3.45,2025-02-19 20:00:00+00:00,20.9,89,6.6,158
52,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 21:00:00+00:00,0.676,36.08,46.86,71.39,33.55,3.16,2025-02-19 21:00:00+00:00,20.9,90,4.6,171
53,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 21:15:00+00:00,0.679,42.74,45.44,70.75,33.25,3.49,2025-02-19 21:00:00+00:00,20.9,90,4.6,171
54,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 21:30:00+00:00,0.677,45.29,39.79,70.21,33.0,3.03,2025-02-19 21:00:00+00:00,20.9,90,4.6,171
55,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 21:45:00+00:00,0.65,43.7,39.55,70.21,33.0,2.82,2025-02-19 21:00:00+00:00,20.9,90,4.6,171
56,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 22:00:00+00:00,0.645,42.89,36.56,70.21,33.0,3.14,2025-02-19 22:00:00+00:00,20.9,90,3.5,171
57,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 22:15:00+00:00,0.625,40.45,39.07,66.67,31.3,2.18,2025-02-19 22:00:00+00:00,20.9,90,3.5,171
58,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 22:30:00+00:00,0.646,39.76,34.7,63.7,29.94,2.33,2025-02-19 22:00:00+00:00,20.9,90,3.5,171
59,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 22:45:00+00:00,0.629,39.13,27.92,63.7,29.94,3.05,2025-02-19 22:00:00+00:00,20.9,90,3.5,171
60,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 23:00:00+00:00,0.643,38.9,43.81,63.7,29.94,2.36,2025-02-19 23:00:00+00:00,20.7,92,2.7,188
61,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 23:15:00+00:00,0.72,40.8,33.8,55.47,26.07,2.83,2025-02-19 23:00:00+00:00,20.7,92,2.7,188
62,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 23:30:00+00:00,0.704,42.61,33.27,48.57,22.83,2.44,2025-02-19 23:00:00+00:00,20.7,92,2.7,188
63,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-19 23:45:00+00:00,0.746,43.86,39.44,48.57,22.83,2.78,2025-02-19 23:00:00+00:00,20.7,92,2.7,188
64,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 00:00:00+00:00,0.833,47.7,44.78,48.57,22.83,3.01,2025-02-20 00:00:00+00:00,20.8,92,2.1,160
65,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 00:15:00+00:00,0.794,48.39,34.97,52.69,24.72,3.29,2025-02-20 00:00:00+00:00,20.8,92,2.1,160
66,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 00:30:00+00:00,0.892,50.08,43.53,55.98,26.31,3.05,2025-02-20 00:00:00+00:00,20.8,92,2.1,160
67,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 00:45:00+00:00,0.952,52.3,31.9,55.98,26.31,3.31,2025-02-20 00:00:00+00:00,20.8,92,2.1,160
68,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 01:00:00+00:00,1.088,49.98,28.19,55.98,26.31,2.87,2025-02-20 01:00:00+00:00,22.3,93,5.6,68
69,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 01:15:00+00:00,1.064,45.93,33.48,62.5,29.31,2.82,2025-02-20 01:00:00+00:00,22.3,93,5.6,68
70,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 01:30:00+00:00,1.019,45.74,45.19,67.71,31.83,2.61,2025-02-20 01:00:00+00:00,22.3,93,5.6,68
71,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 01:45:00+00:00,0.934,45.98,38.37,67.71,31.83,2.99,2025-02-20 01:00:00+00:00,22.3,93,5.6,68
72,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 02:00:00+00:00,0.885,42.74,37.75,67.71,31.83,3.21,2025-02-20 02:00:00+00:00,23.3,90,4.2,72
73,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 02:15:00+00:00,0.864,40.71,46.1,76.05,35.66,3.78,2025-02-20 02:00:00+00:00,23.3,90,4.2,72
74,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 02:30:00+00:00,0.876,41.31,38.63,82.71,38.87,3.59,2025-02-20 02:00:00+00:00,23.3,90,4.2,72
75,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 02:45:00+00:00,0.865,40.47,33.37,82.71,38.87,5.92,2025-02-20 02:00:00+00:00,23.3,90,4.2,72
76,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 03:00:00+00:00,0.808,37.1,36.52,82.71,38.87,6.44,2025-02-20 03:00:00+00:00,24.8,84,6.1,90
77,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 03:15:00+00:00,0.751,35.12,37.64,80.85,37.98,10.0,2025-02-20 03:00:00+00:00,24.8,84,6.1,90
78,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 03:30:00+00:00,0.76,35.5,48.96,79.28,37.26,15.1,2025-02-20 03:00:00+00:00,24.8,84,6.1,90
79,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 03:45:00+00:00,0.773,37.4,56.32,79.28,37.26,15.19,2025-02-20 03:00:00+00:00,24.8,84,6.1,90
80,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 04:00:00+00:00,0.697,34.31,40.87,79.28,37.26,14.65,2025-02-20 04:00:00+00:00,25.6,80,4.2,59
81,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 04:15:00+00:00,0.677,33.52,53.33,74.94,35.26,13.92,2025-02-20 04:00:00+00:00,25.6,80,4.2,59
82,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 04:30:00+00:00,0.655,33.03,57.01,71.47,33.59,14.36,2025-02-20 04:00:00+00:00,25.6,80,4.2,59
83,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 04:45:00+00:00,0.666,32.37,54.67,71.47,33.59,15.28,2025-02-20 04:00:00+00:00,25.6,80,4.2,59
84,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 05:00:00+00:00,0.654,35.69,58.56,71.47,33.59,16.5,2025-02-20 05:00:00+00:00,20.7,91,8.0,329
85,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 05:15:00+00:00,0.687,44.44,49.87,75.27,35.41,18.88,2025-02-20 05:00:00+00:00,20.7,91,8.0,329
86,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 05:30:00+00:00,0.693,44.14,61.92,78.44,36.87,20.17,2025-02-20 05:00:00+00:00,20.7,91,8.0,329
87,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 05:45:00+00:00,0.707,49.25,59.06,78.44,36.87,15.76,2025-02-20 05:00:00+00:00,20.7,91,8.0,329
88,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 06:00:00+00:00,0.789,37.9,58.68,78.44,36.87,10.72,2025-02-20 06:00:00+00:00,21.9,88,7.0,94
89,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 06:15:00+00:00,0.783,27.32,64.16,74.3,34.88,7.03,2025-02-20 06:00:00+00:00,21.9,88,7.0,94
90,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 06:30:00+00:00,0.836,25.32,58.12,70.83,33.29,5.7,2025-02-20 06:00:00+00:00,21.9,88,7.0,94
91,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 06:45:00+00:00,0.786,28.76,66.16,70.83,33.29,5.31,2025-02-20 06:00:00+00:00,21.9,88,7.0,94
92,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 07:00:00+00:00,1.123,35.14,55.04,70.83,33.29,5.5,2025-02-20 07:00:00+00:00,24.6,81,7.3,155
93,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 07:15:00+00:00,1.024,45.86,39.06,64.21,30.12,5.34,2025-02-20 07:00:00+00:00,24.6,81,7.3,155
94,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 07:30:00+00:00,0.842,52.43,53.58,58.68,27.58,3.94,2025-02-20 07:00:00+00:00,24.6,81,7.3,155
95,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 07:45:00+00:00,0.847,49.43,49.0,58.68,27.58,4.75,2025-02-20 07:00:00+00:00,24.6,81,7.3,155
96,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 08:00:00+00:00,0.835,50.68,47.43,58.68,27.58,4.97,2025-02-20 08:00:00+00:00,25.8,78,7.6,135
97,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 08:15:00+00:00,0.787,54.01,18.82,52.66,24.81,5.58,2025-02-20 08:00:00+00:00,25.8,78,7.6,135
98,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 08:30:00+00:00,0.69,57.07,37.94,47.84,22.49,5.53,2025-02-20 08:00:00+00:00,25.8,78,7.6,135
99,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 08:45:00+00:00,0.762,54.49,43.58,47.84,22.49,5.45,2025-02-20 08:00:00+00:00,25.8,78,7.6,135
100,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 09:00:00+00:00,0.666,53.58,46.07,47.84,22.49,5.32,2025-02-20 09:00:00+00:00,26.6,75,6.2,136
101,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 09:15:00+00:00,0.686,56.23,39.97,49.09,23.06,5.38,2025-02-20 09:00:00+00:00,26.6,75,6.2,136
102,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 09:30:00+00:00,0.648,53.69,32.46,50.09,23.54,5.07,2025-02-20 09:00:00+00:00,26.6,75,6.2,136
103,"Fort William, Kolkata - WBPCB",22.55664,88.342674,219.2165069884224,1720.6592491742322,4366.00526727844,6441.028123147004,2025-02-20 09:45:00+00:00,0.628,49.56,33.4,50.09,23.54,3.99,2025-02-20 09:00:00+00:00,26.6,75,6.2,136
