,city,latitude,longitude,dist_to_road,dist_to_industry,dist_to_dump,dist_to_farmland,datetimeUtc,co,no2,o3,pm10,pm25,so2,datetime_hour,Temperature,Humidity,Wind Speed,Wind Direction
3546,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 07:30:00+00:00,0.1884810126582278,13.06,18.51392405063291,49.82,9.04474358974359,4.6737179487179485,2025-06-29 07:00:00+00:00,27.5,58,24.2,255
3547,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 07:45:00+00:00,0.1874683544303797,13.06,18.32987341772152,53.16,9.044615384615383,4.633076923076923,2025-06-29 07:00:00+00:00,27.5,58,24.2,255
3548,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 08:00:00+00:00,0.1864556962025316,13.06,18.145822784810125,56.08,9.04448717948718,4.592435897435897,2025-06-29 08:00:00+00:00,27.4,60,24.3,255
3549,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 08:15:00+00:00,0.1854430379746835,13.06,17.961772151898735,56.08,9.044358974358977,4.551794871794872,2025-06-29 08:00:00+00:00,27.4,60,24.3,255
3550,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 08:30:00+00:00,0.1844303797468354,13.06,17.77772151898734,56.08,9.044230769230769,4.511153846153846,2025-06-29 08:00:00+00:00,27.4,60,24.3,255
3551,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 08:45:00+00:00,0.1834177215189873,13.06,17.593670886075948,59.87,9.044102564102564,4.470512820512821,2025-06-29 08:00:00+00:00,27.4,60,24.3,255
3552,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 09:00:00+00:00,0.1824050632911392,13.06,17.409620253164555,63.03,9.043974358974358,4.4298717948717945,2025-06-29 09:00:00+00:00,26.4,64,22.0,252
3553,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 09:15:00+00:00,0.1813924050632911,13.06,17.225569620253165,63.03,9.043846153846154,4.389230769230769,2025-06-29 09:00:00+00:00,26.4,64,22.0,252
3554,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 09:30:00+00:00,0.180379746835443,13.06,17.04151898734177,63.03,9.043717948717948,4.348589743589743,2025-06-29 09:00:00+00:00,26.4,64,22.0,252
3555,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 09:45:00+00:00,0.1793670886075949,13.06,16.85746835443038,61.14,9.043589743589743,4.307948717948718,2025-06-29 09:00:00+00:00,26.4,64,22.0,252
3556,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 10:00:00+00:00,0.1783544303797468,13.06,16.673417721518987,59.55,9.043461538461536,4.267307692307693,2025-06-29 10:00:00+00:00,25.9,67,21.6,244
3557,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 10:15:00+00:00,0.1773417721518987,13.06,16.489367088607594,59.55,9.043333333333331,4.226666666666667,2025-06-29 10:00:00+00:00,25.9,67,21.6,244
3558,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 10:30:00+00:00,0.1763291139240506,13.06,16.3053164556962,59.55,9.043205128205129,4.1860256410256405,2025-06-29 10:00:00+00:00,25.9,67,21.6,244
3559,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 10:45:00+00:00,0.1753164556962025,13.06,16.121265822784807,56.3,9.043076923076924,4.145384615384615,2025-06-29 10:00:00+00:00,25.9,67,21.6,244
3560,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 11:00:00+00:00,0.1743037974683544,13.06,15.937215189873417,53.59,9.042948717948718,4.10474358974359,2025-06-29 11:00:00+00:00,25.2,69,21.5,245
3561,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 11:15:00+00:00,0.1732911392405063,13.06,15.753164556962023,53.59,9.042820512820512,4.064102564102564,2025-06-29 11:00:00+00:00,25.2,69,21.5,245
3562,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 11:30:00+00:00,0.1722784810126582,13.06,15.569113924050631,53.59,9.042692307692308,4.023461538461538,2025-06-29 11:00:00+00:00,25.2,69,21.5,245
3563,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 11:45:00+00:00,0.1712658227848101,13.06,15.38506329113924,53.47,9.042564102564102,3.982820512820513,2025-06-29 11:00:00+00:00,25.2,69,21.5,245
3564,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 12:00:00+00:00,0.170253164556962,13.06,15.201012658227848,53.37,9.042435897435896,3.9421794871794873,2025-06-29 12:00:00+00:00,24.4,74,20.1,242
3565,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 12:15:00+00:00,0.1692405063291139,13.06,15.016962025316454,53.37,9.042307692307691,3.9015384615384616,2025-06-29 12:00:00+00:00,24.4,74,20.1,242
3566,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 12:30:00+00:00,0.1682278481012658,13.06,14.832911392405062,53.37,9.042179487179489,3.860897435897436,2025-06-29 12:00:00+00:00,24.4,74,20.1,242
3567,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 12:45:00+00:00,0.1672151898734177,13.06,14.64886075949367,48.71,9.04205128205128,3.8202564102564094,2025-06-29 12:00:00+00:00,24.4,74,20.1,242
3568,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 13:00:00+00:00,0.1662025316455696,13.06,14.464810126582275,44.82,9.041923076923077,3.7796153846153846,2025-06-29 13:00:00+00:00,23.9,78,16.4,237
3569,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 13:15:00+00:00,0.1651898734177215,13.06,14.280759493670883,44.82,9.04179487179487,3.738974358974359,2025-06-29 13:00:00+00:00,23.9,78,16.4,237
3570,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 13:30:00+00:00,0.1641772151898734,13.06,14.096708860759492,44.82,9.041666666666666,3.698333333333333,2025-06-29 13:00:00+00:00,23.9,78,16.4,237
3571,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 13:45:00+00:00,0.1631645569620253,13.06,13.9126582278481,42.6,9.041538461538462,3.657692307692308,2025-06-29 13:00:00+00:00,23.9,78,16.4,237
3572,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 14:00:00+00:00,0.1621518987341772,13.06,13.728607594936708,40.75,9.041410256410256,3.617051282051282,2025-06-29 14:00:00+00:00,22.8,82,14.4,246
3573,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 14:15:00+00:00,0.1611392405063291,13.06,13.544556962025316,40.75,9.041282051282051,3.576410256410256,2025-06-29 14:00:00+00:00,22.8,82,14.4,246
3574,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 14:30:00+00:00,0.160126582278481,13.06,13.360506329113925,40.75,9.041153846153843,3.5357692307692306,2025-06-29 14:00:00+00:00,22.8,82,14.4,246
3575,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 14:45:00+00:00,0.1591139240506329,13.06,13.176455696202533,39.56,9.04102564102564,3.495128205128205,2025-06-29 14:00:00+00:00,22.8,82,14.4,246
3576,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 15:00:00+00:00,0.1581012658227848,13.06,12.99240506329114,38.57,9.040897435897437,3.45448717948718,2025-06-29 15:00:00+00:00,21.9,88,12.2,242
3577,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 15:15:00+00:00,0.1570886075949367,13.06,12.808354430379746,38.57,9.04076923076923,3.413846153846154,2025-06-29 15:00:00+00:00,21.9,88,12.2,242
3578,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 15:30:00+00:00,0.1560759493670886,13.06,12.624303797468354,38.57,9.040641025641024,3.3732051282051283,2025-06-29 15:00:00+00:00,21.9,88,12.2,242
3579,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 15:45:00+00:00,0.1550632911392405,13.06,12.440253164556962,37.43,9.04051282051282,3.332564102564102,2025-06-29 15:00:00+00:00,21.9,88,12.2,242
3580,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 16:00:00+00:00,0.1540506329113924,13.06,12.256202531645568,36.47,9.040384615384614,3.291923076923077,2025-06-29 16:00:00+00:00,21.0,94,11.1,236
3581,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 16:15:00+00:00,0.1530379746835443,13.06,12.072151898734177,36.47,9.04025641025641,3.251282051282052,2025-06-29 16:00:00+00:00,21.0,94,11.1,236
3582,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-29 16:30:00+00:00,0.1520253164556962,13.06,11.888101265822783,36.47,9.040128205128203,3.2106410256410256,2025-06-29 16:00:00+00:00,21.0,94,11.1,236
3583,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-30 19:15:00+00:00,0.1510126582278481,13.06,11.704050632911391,29.46,9.04,3.17,2025-06-30 19:00:00+00:00,20.5,95,8.5,241
3584,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-30 19:45:00+00:00,0.15,13.06,11.52,26.95,8.03,2.9835294117647058,2025-06-30 19:00:00+00:00,20.5,95,8.5,241
3585,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-30 21:15:00+00:00,0.01,13.06,10.175,27.615,7.02,2.797058823529412,2025-06-30 21:00:00+00:00,21.4,91,10.2,242
3586,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-30 21:30:00+00:00,0.01,13.06,8.83,28.28,6.01,2.610588235294117,2025-06-30 21:00:00+00:00,21.4,91,10.2,242
3587,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-30 21:45:00+00:00,0.0,13.06,8.49,27.2475,6.3175,2.424117647058824,2025-06-30 21:00:00+00:00,21.4,91,10.2,242
3588,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-30 23:00:00+00:00,0.1,13.06,8.03,26.215,6.625,2.237647058823529,2025-06-30 23:00:00+00:00,20.4,95,8.4,235
3589,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-06-30 23:45:00+00:00,0.08,13.06,7.94,25.1825,6.9325,2.0511764705882354,2025-06-30 23:00:00+00:00,20.4,95,8.4,235
3590,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-01 00:00:00+00:00,0.09,13.06,7.97,24.15,7.24,1.8647058823529408,2025-07-01 00:00:00+00:00,19.8,97,7.4,238
3591,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-01 00:45:00+00:00,0.22,13.06,5.85,22.28,8.39,1.678235294117647,2025-07-01 00:00:00+00:00,19.8,97,7.4,238
3592,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-01 01:15:00+00:00,0.16,13.06,6.42,22.44333333333333,8.376000000000001,1.4917647058823529,2025-07-01 01:00:00+00:00,20.9,95,10.3,229
3593,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-01 01:30:00+00:00,0.23,13.06,6.99,22.606666666666666,8.362,1.3052941176470587,2025-07-01 01:00:00+00:00,20.9,95,10.3,229
3594,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-01 01:45:00+00:00,0.26,13.06,7.78,22.77,8.348,1.1188235294117646,2025-07-01 01:00:00+00:00,20.9,95,10.3,229
3595,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-01 02:00:00+00:00,0.24,13.06,8.36,25.105,8.334,0.9323529411764708,2025-07-01 02:00:00+00:00,22.0,88,14.4,238
3596,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-01 02:45:00+00:00,0.27,13.06,8.94,27.44,8.32,0.7458823529411767,2025-07-01 02:00:00+00:00,22.0,88,14.4,238
3597,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-01 03:45:00+00:00,0.25,13.06,26.705,32.155,8.765,0.5594117647058825,2025-07-01 03:00:00+00:00,23.4,80,18.4,255
3598,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-01 08:00:00+00:00,0.25,13.06,44.47,36.87,9.21,0.3729411764705883,2025-07-01 08:00:00+00:00,25.9,68,22.8,261
3599,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-01 08:45:00+00:00,0.25,13.06,45.08,41.585,9.655,0.1864705882352941,2025-07-01 08:00:00+00:00,25.9,68,22.8,261
3600,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-01 14:00:00+00:00,0.25,13.06,4.85,46.3,10.1,0.0,2025-07-01 14:00:00+00:00,22.8,86,15.1,245
3601,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-01 17:45:00+00:00,0.25,13.06,8.43,45.451818181818176,10.1,0.645,2025-07-01 17:00:00+00:00,21.3,92,10.8,238
3602,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-01 20:00:00+00:00,0.25,13.06,12.1,44.60363636363636,10.1,1.29,2025-07-01 20:00:00+00:00,21.1,92,11.3,237
3603,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-01 20:15:00+00:00,0.25,13.06,15.77,43.75545454545454,10.1,0.39,2025-07-01 20:00:00+00:00,21.1,92,11.3,237
3604,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-01 20:45:00+00:00,0.25,13.06,19.44,42.907272727272726,10.1,0.0,2025-07-01 20:00:00+00:00,21.1,92,11.3,237
3605,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-01 21:15:00+00:00,0.25,13.06,23.11,42.059090909090905,10.1,0.0,2025-07-01 21:00:00+00:00,20.9,93,9.4,230
3606,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-01 23:30:00+00:00,0.25,13.06,26.78,41.21090909090909,10.1,0.0,2025-07-01 23:00:00+00:00,20.9,91,11.6,234
3607,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-02 02:00:00+00:00,0.25,13.06,30.450000000000003,40.36272727272727,10.1,10.91,2025-07-02 02:00:00+00:00,22.4,87,14.8,243
3608,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-02 02:30:00+00:00,0.25,13.06,34.120000000000005,39.514545454545456,10.1,8.12,2025-07-02 02:00:00+00:00,22.4,87,14.8,243
3609,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-02 03:30:00+00:00,0.25,13.06,37.790000000000006,38.666363636363634,10.1,3.76,2025-07-02 03:00:00+00:00,24.0,79,21.0,254
3610,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-02 07:00:00+00:00,0.25,13.06,41.46,37.81818181818181,10.1,5.08,2025-07-02 07:00:00+00:00,26.0,72,23.4,267
3611,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-02 07:45:00+00:00,0.25,13.06,45.13,36.97,10.1,14.34,2025-07-02 07:00:00+00:00,26.0,72,23.4,267
3612,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-02 09:00:00+00:00,0.25,13.06,26.605,35.955,9.855,1.19,2025-07-02 09:00:00+00:00,25.9,71,22.0,262
3613,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-02 13:15:00+00:00,0.25,13.06,8.08,34.94,9.61,7.55,2025-07-02 13:00:00+00:00,22.5,89,16.2,243
3614,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-02 19:30:00+00:00,0.25,13.06,9.51,26.22,9.338,9.068,2025-07-02 19:00:00+00:00,20.6,97,12.3,232
3615,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-02 20:00:00+00:00,0.25,13.06,9.63,17.5,9.066,10.586,2025-07-02 20:00:00+00:00,20.5,97,10.6,230
3616,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-02 21:45:00+00:00,0.25,13.06,7.87,19.22,8.794,12.104,2025-07-02 21:00:00+00:00,20.5,97,12.1,217
3617,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-03 00:00:00+00:00,0.25,13.06,6.66,20.94,8.522,13.622,2025-07-03 00:00:00+00:00,20.0,97,10.0,236
3618,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-03 05:45:00+00:00,0.25,13.06,9.89,29.18,8.25,15.14,2025-07-03 05:00:00+00:00,24.3,77,24.3,258
3619,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-03 19:30:00+00:00,0.25,13.06,3.91,31.75,7.14,15.428571428571429,2025-07-03 19:00:00+00:00,21.1,90,14.7,241
3620,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-03 21:15:00+00:00,0.25,13.06,4.17,28.52,7.415,15.717142857142855,2025-07-03 21:00:00+00:00,20.8,90,14.1,240
3621,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-03 21:30:00+00:00,0.25,13.06,4.14,25.29,7.69,16.005714285714287,2025-07-03 21:00:00+00:00,20.8,90,14.1,240
3622,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-03 21:45:00+00:00,0.25,13.06,4.04,25.765,7.446666666666667,16.294285714285714,2025-07-03 21:00:00+00:00,20.8,90,14.1,240
3623,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-03 22:30:00+00:00,0.25,13.06,4.3,26.24,7.203333333333333,16.582857142857144,2025-07-03 22:00:00+00:00,20.8,91,13.4,239
3624,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-03 22:45:00+00:00,0.25,13.06,8.66,25.4,6.96,16.871428571428574,2025-07-03 22:00:00+00:00,20.8,91,13.4,239
3625,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-03 23:00:00+00:00,0.25,13.06,4.38,24.69,6.693333333333333,17.16,2025-07-03 23:00:00+00:00,20.8,91,13.1,237
3626,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-03 23:45:00+00:00,0.25,13.06,7.75,25.715,6.426666666666667,17.44857142857143,2025-07-03 23:00:00+00:00,20.8,91,13.1,237
3627,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-04 00:00:00+00:00,0.25,13.06,7.96,26.74,6.16,17.737142857142857,2025-07-04 00:00:00+00:00,20.8,91,15.2,240
3628,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-04 00:15:00+00:00,0.25,13.06,7.54,26.74,6.16,18.025714285714287,2025-07-04 00:00:00+00:00,20.8,91,15.2,240
3629,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-04 00:30:00+00:00,0.25,13.06,7.34,26.74,6.16,18.31428571428572,2025-07-04 00:00:00+00:00,20.8,91,15.2,240
3630,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-04 02:45:00+00:00,0.25,13.06,8.37,32.18,8.375,18.602857142857143,2025-07-04 02:00:00+00:00,22.5,84,16.8,235
3631,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-04 03:00:00+00:00,0.25,13.06,8.64,37.62,10.59,18.89142857142857,2025-07-04 03:00:00+00:00,23.9,77,22.2,249
3632,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-04 03:45:00+00:00,0.25,13.06,8.25,42.77,12.78,19.18,2025-07-04 03:00:00+00:00,23.9,77,22.2,249
3633,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-04 04:00:00+00:00,0.25,13.06,9.03,47.08,12.315,18.54736842105263,2025-07-04 04:00:00+00:00,25.2,71,24.2,255
3634,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-04 04:45:00+00:00,0.25,13.06,9.45,42.285,11.85,17.914736842105263,2025-07-04 04:00:00+00:00,25.2,71,24.2,255
3635,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-04 05:15:00+00:00,0.25,13.06,8.33,37.49,11.385,17.282105263157895,2025-07-04 05:00:00+00:00,26.0,68,24.8,261
3636,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-04 05:30:00+00:00,0.25,13.06,9.47,37.49,10.92,16.649473684210527,2025-07-04 05:00:00+00:00,26.0,68,24.8,261
3637,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-04 06:00:00+00:00,0.25,13.06,8.34,36.7,10.84,16.01684210526316,2025-07-04 06:00:00+00:00,27.3,62,26.6,265
3638,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,2672.895312500681,4360.331125880378,30782.935206237093,5166.872806275519,2025-07-04 07:15:00+00:00,0.25,13.06,8.97,35.91,10.76,15.384210526315789,2025-07-04 07:00:00+00:00,27.9,60,25.4,263
